,Unnamed: 0,time,timer_time,distance,gap_distance,watts,watts_calc,heartrate,cadence,velocity_smooth,pace,gap,lat,lng,temp,altitude,altitude_smooth,grade_smooth,distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
0,4.0,4.0,4.0,14.0,14.299999999999999,189.0,112.33333333333333,110.0,43.666666666666664,3.466666666666667,0.166830226,0.166830226,51.492985000000004,-0.27010566666666663,21.0,15.800000000000002,15.678437670000001,0.39999999999999997,14.468725417954213,4.318072362674765,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.9,4.318072362674764,8.791791792300002,6.411834019148048,0.3,0.5501117949278732
1,5.5,5.5,5.5,22.133333333333336,22.433333333333337,195.66666666666666,121.5,110.66666666666667,49.0,4.3,0.166830226,0.166830226,51.49298533333333,-0.27022666666666667,21.0,15.799999999999999,15.676224911666667,0.19999999999999998,22.84937304137703,5.183784900649594,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.566666666666666,5.183784900649593,10.9478660357,9.381988431349727,0.6999999999999998,0.46035531454160855
2,7.0,7.0,7.0,31.38888888888889,31.66666666666667,213.88888888888889,120.22222222222223,111.55555555555556,52.77777777777778,4.933333333333334,0.16239981188888888,0.16249669155555557,51.49299055555555,-0.270361,21.0,15.799999999999999,15.673061482222222,-0.022222222222222216,32.179491923168776,5.691752958351619,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,6.033333333333333,5.691752958351619,12.806421518366667,11.312700517156053,0.6555555555555554,0.3546451812006215
3,8.5,8.5,8.5,41.56666666666666,41.78333333333334,218.91666666666666,109.5,112.5,56.083333333333336,5.4750000000000005,0.15772889408333335,0.15795457683333333,51.49299158333332,-0.2705003333333333,20.833333333333332,15.749999999999998,15.6689360125,-0.13333333333333333,41.87192441680088,5.955165373443909,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,6.366666666666667,5.955165373443909,14.22525626335,12.32180947048248,0.4083333333333338,0.2861478840923936
4,10.0,10.0,10.0,52.15333333333333,52.326666666666675,216.4,109.13333333333334,113.33333333333333,58.6,5.873333333333334,0.15298864773333334,0.1532557977333333,51.49298366666665,-0.27064659999999996,20.666666666666668,15.719999999999997,15.664928726666666,-0.10666666666666666,52.14090363484637,6.330325790351956,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,6.586666666666668,6.330325790351956,15.143330212560004,13.99890090972247,0.36666666666666664,0.3104842149157529
5,11.5,11.5,11.5,62.75,62.88333333333334,212.5,97.61111111111111,114.05555555555556,60.27777777777778,6.094444444444445,0.14965073822222222,0.14965142877777776,51.49296749999999,-0.2708004444444444,20.555555555555557,15.688888888888885,15.661398208333335,-0.20555555555555557,63.072779140664,6.6429153714600115,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,6.65,6.6429153714600115,15.364745622783333,15.45206943944216,0.3055555555555556,0.2525163574454439
6,13.0,13.0,13.0,73.7095238095238,73.80000000000001,211.33333333333334,104.23809523809524,114.80952380952381,61.57142857142857,6.295238095238095,0.14712228076190476,0.1466037788095238,51.49294790476189,-0.2709589523809523,20.476190476190474,15.64761904761904,15.658609662380954,-0.17619047619047618,74.36657989205327,6.842477826927508,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,6.890476190476191,6.842477826927508,16.515503010128576,16.36144693163133,0.30000000000000054,0.20135560341531578
7,14.5,14.5,14.5,84.825,84.97916666666667,211.79166666666666,114.0,115.58333333333333,62.541666666666664,6.495833333333334,0.14526330783333335,0.14409287233333332,51.49292533333332,-0.27111795833333324,20.416666666666668,15.64166666666666,15.658214373333337,0.09166666666666669,85.75197824752148,6.951192534968275,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,6.979166666666667,6.951192534968275,16.8946346784875,16.82362797599001,0.25833333333333286,0.17429928417839471
8,16.0,16.0,16.0,96.0,96.41481481481482,211.44444444444446,131.37037037037038,116.29629629629629,63.333333333333336,6.614814814814815,0.14384092622222225,0.1421398905185185,51.49290240740739,-0.27127925925925916,20.37037037037037,15.711111111111107,15.66302994888889,0.4,97.28053915520421,7.11126035739007,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.055555555555555,7.11126035739007,17.245970985833335,17.603384401759858,0.22592592592592572,0.20767651222907038
9,17.5,17.5,17.5,107.13333333333334,107.92333333333335,209.96666666666667,136.4,117.06666666666666,63.96666666666667,6.699999999999999,0.14279039323333337,0.1404265125,51.492879033333324,-0.2714439999999999,20.333333333333332,15.819999999999997,15.676147111333336,0.5933333333333334,109.03790341890372,7.2062938670270125,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.0633333333333335,7.2062938670270125,17.26084692387,18.0438432106764,0.21000000000000038,0.135663716141147
10,19.0,19.0,19.0,118.18484848484849,119.36060606060607,207.12121212121212,137.36363636363637,117.96969696969697,64.27272727272727,6.736363636363635,0.14220742448484852,0.13924133424242424,51.49285687878787,-0.2716077272727272,20.303030303030305,15.945454545454544,15.699467716060608,0.6606060606060606,120.68985722795264,7.217143974482247,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,7.0606060606060606,7.217143974482247,17.245936921400002,18.04902025231686,0.1909090909090904,0.11282272649627385
